name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Seething Pathblazer,,Creature,"Elemental,Warrior",R,{2}{R},3,18574,0,,153101,4971a447-29c8-47b6-863c-f13a69b4148b,1,
Seething Song,,Instant,,R,{2}{R},3,522,0,,83377,10418027-7b05-49e7-8ff4-6a03e3fb656b,1,
Sefris of the Hidden Ways,Legendary,Creature,"Human,Wizard","B,U,W",{W}{U}{B},3,4282,0,1,531832,d30255f6-e058-476a-b377-2ee4c9178ed1,1,
Segmented Krotiq,,Creature,Insect,G,{5}{G},6,20650,0,,394684,dcdbe824-f9c7-4f4d-af92-438b16057d99,1,
Seht's Tiger,,Creature,Cat,W,{2}{W}{W},4,8020,0,,433004,5970a4c8-0e1f-42cc-bd8e-7ba3946c6e41,1,
Seismic Assault,,Enchantment,,R,{R}{R}{R},3,9133,0,,129884,14363cc7-ef76-41ad-9307-8ab3ed469a23,1,removal
Seismic Elemental,,Creature,Elemental,R,{3}{R}{R},5,17347,0,,456561,998e5964-b758-413e-8360-4df4cb119f58,1,
Seismic Rupture,,Sorcery,,R,{2}{R},3,18876,0,,394685,9b952e4e-c1ed-4455-90d5-46b56478e6b0,1,removal
Seismic Shift,,Sorcery,,R,{3}{R},4,16011,0,,443029,dad40a04-a026-4285-8c78-088a356652d1,1,
Seismic Shudder,,Instant,,R,{1}{R},2,18102,0,,180134,20365082-6102-4e3b-8791-c9b66846270d,1,
Seismic Spike,,Sorcery,,R,{2}{R}{R},4,11931,0,,83829,b9caddbe-1329-4ac2-9071-6fc5059d4dec,1,
Seismic Stomp,,Sorcery,,R,{1}{R},2,14359,0,,413688,d7bb50b1-e65c-4d56-8705-f20f6fa1ca12,1,
Seismic Strike,,Instant,,R,{2}{R},3,13275,0,,243488,137dfb88-20eb-447f-988a-0125c08238de,1,removal
"Seizan, Perverter of Truth",Legendary,Creature,"Demon,Spirit",B,{3}{B}{B},5,5423,0,1,78965,e1e61750-f7d7-4e6d-9d68-e1e357868a8d,1,
Seize the Day,,Sorcery,,R,{3}{R},4,1333,0,,30573,98d03ec3-2279-4266-a3bd-4cebdcb04d70,1,
Seize the Initiative,,Instant,,W,{W},1,21110,0,,194206,6d745f35-944a-4157-a351-baa06f67b725,1,
Seize the Soul,,Instant,,B,{2}{B}{B},4,16442,0,,96888,29bf245f-e8e0-4d32-8cd7-06d832609910,1,removal
Seize the Spoils,,Sorcery,,R,{2}{R},3,1082,0,,503761,b3b7a69c-75d2-49a6-ab56-ef608d0b0208,1,cardraw
Seize the Storm,,Sorcery,,R,{4}{R},5,11807,0,,,e3bd712f-e62e-46ff-bf3a-05a55573edea,1,
Sejiri Merfolk,,Creature,"Merfolk,Soldier",U,{1}{U},2,19411,0,,197844,6ae04d82-56f5-4c72-b1c1-40c7d9640b7c,1,
"Sekki, Seasons' Guide",Legendary,Creature,Spirit,G,{5}{G}{G}{G},8,10726,0,1,74471,9883e973-54c3-4bec-91d8-22f2829cdfa2,1,
"Sek'Kuar, Deathkeeper",Legendary,Creature,"Orc,Shaman","B,G,R",{2}{B}{R}{G},5,8891,0,1,376488,0a521587-8304-45da-9b65-6b4e2e29e5c2,1,
Select for Inspection,,Instant,,U,{U},1,11305,0,,417636,120f0fb0-4831-4759-b58c-05c4be90a4af,1,
Selective Adaptation,,Sorcery,,G,{4}{G}{G},6,9043,0,,484912,adbd8ffa-c7d3-4ef6-b3a7-8a967b50ce49,1,cardraw
Selective Memory,,Sorcery,,U,{3}{U},4,16425,0,,194700,555063cc-99ad-4014-b17b-c4c6b40d2e81,1,
Selective Snare,,Sorcery,,U,{X}{U},1,14905,0,,452803,2adfc0ac-08a9-487a-b01c-5de52fae0312,1,
"Selenia, Dark Angel",Legendary,Creature,"Phyrexian,Angel","B,W",{3}{W}{B},5,12635,0,1,4916,9c1624f7-8275-46d3-ab7e-7b162e27593f,1,
Selesnya Charm,,Instant,,"G,W",{G}{W},2,5586,0,,376489,5b01cfcd-fb1c-4f36-9cb7-79afabcdd766,1,removal
Selesnya Cluestone,,Artifact,,"G,W",{3},3,8731,0,,369060,34ad5631-439a-43e2-b00a-04f78d66b8e6,1,"manarock,cardraw"
Selesnya Eulogist,,Creature,"Centaur,Druid",G,{2}{G},3,4198,0,,470581,3e65d501-6a11-4278-949b-53a3f3502fcc,1,
Selesnya Evangel,,Creature,"Elf,Shaman","G,W",{G}{W},2,10262,0,,247385,32a20292-8b19-4386-95b4-85efc903146b,1,
Selesnya Guildmage,,Creature,"Elf,Wizard","G,W",{G/W}{G/W},2,10732,0,,489890,7209ed4c-207f-4e37-8c92-255f8b8eb3d1,1,
Selesnya Keyrune,,Artifact,,"G,W",{3},3,10835,0,,,9221f473-66d1-47f9-b330-d756a7f80f13,1,manarock
Selesnya Locket,,Artifact,,"G,W",{3},3,7106,0,,452990,ea0c04b9-c7fc-4204-9af2-5d1987bdd97e,1,"manarock,cardraw"
Selesnya Sagittars,,Creature,"Elf,Archer","G,W",{3}{G}{W},5,17689,0,,83880,9a72e933-d977-4be9-985f-8b8cf1267f8c,1,
Selesnya Sentry,,Creature,"Elephant,Soldier","G,W",{2}{W},3,19716,0,,265382,9c34c1f5-d509-4c66-ba41-c7958ef5ee44,1,
Selesnya Signet,,Artifact,,"G,W",{2},2,525,0,,376493,dabe5be4-f3c7-4f12-86ce-5f03d2474f34,1,manarock
Self-Assembler,,"Artifact,Creature",Assembly-Worker,,{5},5,17493,0,,442220,d86ba613-29bd-45d8-b5ed-f8fe8323fe75,1,
Self-Inflicted Wound,,Sorcery,,B,{1}{B},2,21879,0,,394686,f69b1a5d-fb17-43f0-bf29-4ade853e0e6e,1,
Selfless Cathar,,Creature,"Human,Cleric",W,{W},1,18288,0,,221219,5a1dc067-1972-4d46-ad5d-56e6a563f638,1,
Selfless Glyphweaver // Deadly Vanity,,Creature,"Human,Cleric","B,W",{2}{W},3,5096,0,,,06c12847-4fa5-4f75-955e-54f1f5582aa6,1,wrath
Selfless Savior,,Creature,Dog,W,{W},1,2623,0,,485359,6911759c-7177-402c-a95a-f9f46efaf521,1,
Selfless Spirit,,Creature,"Spirit,Cleric",W,{1}{W},2,878,0,,567523,ef8d8d0c-cb0e-4745-a0fb-d556c9324428,1,
Selfless Squire,,Creature,"Human,Soldier",W,{3}{W},4,3076,0,,420621,0d7bc9a0-bbc9-406d-83c1-ad7c06891463,1,
Selhoff Entomber,,Creature,Zombie,U,{1}{U},2,13518,0,,,f2b5131e-95f4-403e-83ca-1981dad2aaa0,1,cardraw
Selhoff Occultist,,Creature,"Human,Rogue",U,{2}{U},3,12323,0,,233254,aeac4885-bd04-42bd-8e10-06c3efbce108,1,
Selkie Hedge-Mage,,Creature,"Merfolk,Wizard","G,U",{2}{G/U},3,17819,0,,159067,5f66b0b4-44fc-444d-9181-0b717c9642fa,1,
Seller of Songbirds,,Creature,Human,W,{2}{W},3,16075,0,,253656,2a41edbe-4c5a-4535-a082-235dc3ffe60a,1,
Sell-Sword Brute,,Creature,"Human,Mercenary",R,{1}{R},2,23235,0,,87909,db513835-af5a-4ff3-8cf8-31936732a4db,1,
"Selvala, Explorer Returned",Legendary,Creature,"Elf,Scout","G,W",{1}{G}{W},3,2147,0,1,420837,9a9fd6b0-bb47-4ab5-968d-3051c0d7a082,1,
"Selvala, Heart of the Wilds",Legendary,Creature,"Elf,Scout",G,{1}{G}{G},3,761,0,1,416827,99a3e619-fbdb-406c-9f21-eb582cb878c0,1,"manadork,cardraw"
Selvala's Stampede,,Sorcery,,G,{4}{G}{G},6,3509,0,,416828,85d6e48e-3d26-4915-9739-25edbd80bdf1,1,
Semblance Anvil,,Artifact,,,{3},3,2908,0,,209002,0380b46d-1660-404d-9d11-705d8809ea46,1,
Semester's End,,Instant,,W,{3}{W},4,1993,0,,,ac4cc54f-6543-4d92-84f5-09761f25444b,1,
Sen Triplets,Legendary,"Artifact,Creature","Human,Wizard","B,U,W",{2}{W}{U}{B},5,5357,0,1,489891,13ac5292-9817-4f5d-b3fa-611f9ba44443,1,
Senate Courier,,Creature,Bird,"U,W",{2}{U},3,20873,0,,457194,da8dc5c8-4eb7-4e41-8431-b41251f7814e,1,
Senate Griffin,,Creature,Griffin,"U,W",{2}{W/U}{W/U},4,19575,0,,457363,465adbb4-4c64-44eb-8323-61d23282c6b8,1,
Senate Guildmage,,Creature,"Human,Wizard","U,W",{W}{U},2,14248,0,,457348,913b3a2a-e3fd-4095-ab2a-5e356ea179df,1,
Send to Sleep,,Instant,,U,{1}{U},2,16243,0,,,953f4b41-4ed6-4ea0-bcfc-5822723a04a7,1,
Sengir Autocrat,,Creature,Human,B,{3}{B},4,4523,0,,3876,bac17237-778d-4551-9a92-8be546e233dc,1,
Sengir Nosferatu,,Creature,Vampire,B,{3}{B}{B},5,17286,0,,116383,3cd9cc4c-708b-41cb-9cac-fd6d8ce9922d,1,
Sengir Vampire,,Creature,Vampire,B,{3}{B}{B},5,12237,0,,129724,a1570397-0efa-4b31-a7fd-bdf4dcf690a1,1,
Sensation Gorger,,Creature,"Goblin,Shaman",R,{1}{R}{R},3,8617,0,,152539,b2e5eb69-dcd9-4784-bf4c-20b674f4c035,1,
Sensei Golden-Tail,Legendary,Creature,"Fox,Samurai",W,{1}{W},2,8799,0,1,78683,b93dd897-3fb5-48b1-bdff-9383ce1feb21,1,
Sensei's Divining Top,,Artifact,,,{1},1,123,0,,571647,e5142b7a-e580-4737-a4aa-2590f6610ceb,1,cardraw
Senseless Rage,,Enchantment,Aura,R,{1}{R},2,9556,0,,409935,9c779cb6-3454-4d5a-85a1-bea5cf8005b1,1,
Sensor Splicer,,Creature,"Phyrexian,Artificer",W,{4}{W},5,8132,0,,571362,2d308c11-cc8d-4fa6-bbe1-357b164733ad,1,
Sensory Deprivation,,Enchantment,Aura,U,{U},1,22266,0,,222014,454739db-a3d6-45e8-849a-287438c36627,1,
Sentinel of the Eternal Watch,,Creature,"Giant,Soldier",W,{5}{W},6,12561,0,,398659,0a7b01ce-2729-4b70-ae0a-b9a1007be78f,1,
Sentinel of the Pearl Trident,,Creature,"Merfolk,Soldier",U,{4}{U},5,14720,0,,489740,a19284d8-4404-4032-8dee-3c7af2819045,1,
Sentinel Sliver,,Creature,Sliver,W,{1}{W},2,3605,0,,534634,527b5f67-3b96-40c1-adba-444f28d2bcf7,1,
Sentinel Spider,,Creature,Spider,G,{3}{G}{G},5,12401,0,,,17bdafb1-abb9-4020-8f74-18f9321de90a,1,
Sentinel Totem,,Artifact,,,{1},1,7546,0,,435404,0d8097eb-518a-4b8e-8d6a-a139d4ddcc8f,1,
Sentinel's Eyes,,Enchantment,Aura,W,{W},1,4620,0,,476287,32adc118-b81e-48c2-b7ef-b62e8c3308d6,1,
Sentinel's Mark,,Enchantment,Aura,W,{1}{W},2,11324,0,,457164,e6f4f661-ee4b-4fa5-99c4-106731d117ce,1,
Sentinels of Glen Elendra,,Creature,"Faerie,Soldier",U,{3}{U},4,19866,0,,139426,f48daf7e-2f8e-4179-a145-a6b36dd11d44,1,
Sentry Oak,,Creature,"Treefolk,Warrior",W,{4}{W},5,20652,0,,145970,ab09d6d7-e2f0-4e78-a9a3-ac37f02f4096,1,
Sentry of the Underworld,,Creature,"Griffin,Skeleton","B,W",{3}{W}{B},5,20415,0,,373697,018a9c98-1cb4-4c53-a765-c15808c4ab44,1,
Separatist Voidmage,,Creature,"Human,Wizard",U,{3}{U},4,14740,0,,398608,e5634d1a-ca4b-4528-9e0e-b88f1025d434,1,
"Sephara, Sky's Blade",Legendary,Creature,Angel,W,{4}{W}{W}{W},7,1018,0,1,466790,bc95881b-8fbf-4d82-b631-5e4404ccc28a,1,
Septic Rats,,Creature,"Phyrexian,Rat",B,{1}{B}{B},3,6538,0,,213748,8e7915d9-b941-4675-9a1b-18e579977144,1,
Sepulcher Ghoul,,Creature,Zombie,B,{1}{B},2,14965,0,,527405,5b302bc8-683f-4a26-ab86-87eaa19dce4d,1,
Sepulchral Primordial,,Creature,Avatar,B,{5}{B}{B},7,947,0,,366285,eb0865cd-d9b4-43ea-87d2-ad5c65fc0459,1,
Sequence Engine,,Artifact,,G,{2}{G},3,8367,0,,518463,ae50172c-8896-4ad2-8c83-d349ccca2308,1,removal
Seraph,,Creature,Angel,W,{6}{W},7,20397,0,,4156,f2de654e-ee5c-4ae6-bd4c-c564ed6a5e83,1,
Seraph of Dawn,,Creature,Angel,W,{2}{W}{W},4,9291,0,,240078,5da345bd-8f2b-4966-97f5-c0e4c6cfe3b7,1,
Seraph of the Masses,,Creature,Angel,W,{5}{W}{W},7,13603,0,,383375,36c857a8-7df6-4a50-ae58-4aab76d7d58c,1,
Seraph of the Scales,,Creature,Angel,"B,W",{2}{W}{B},4,6468,0,,,25938792-397a-4e9b-bf89-cc04d82cdea1,1,
Seraph of the Suns,,Creature,Angel,W,{5}{W}{W},7,14394,0,,426730,85dc4ed8-4674-44a1-8a06-ecce72c85e60,1,
Seraph of the Sword,,Creature,Angel,W,{3}{W},4,10768,0,,370620,d9789cac-5774-4f72-82c3-18f11f9d4a62,1,
Serendib Djinn,,Creature,Djinn,U,{2}{U}{U},4,20336,0,,938,0458b733-d689-4cb5-8970-3b675c67fc4d,1,
Serendib Efreet,,Creature,Efreet,U,{2}{U},3,17147,0,,1221,35415199-0f1d-4398-a48f-f78697a51105,1,
Serendib Sorcerer,,Creature,"Human,Wizard",U,{1}{U}{U},3,12645,0,,433025,5270c9cb-f322-4a21-b985-be8670c317cb,1,
Serene Master,,Creature,"Human,Monk",W,{1}{W},2,12028,0,,376494,06223a09-a32c-4c60-86a1-f8f7bf5a7cdd,1,
Serene Remembrance,,Sorcery,,G,{G},1,11587,0,,366269,0f3da4b8-9dd6-455d-b24a-3d0207ae5ee8,1,
Serene Steward,,Creature,"Human,Cleric,Ally",W,{1}{W},2,12324,0,,402028,702f5dd4-4dc7-4e2c-a30b-9286499433d8,1,
Serene Sunset,,Instant,,G,{X}{G},1,15697,0,,36454,0a6ded26-b748-406d-8740-9b8590be2bb1,1,
Sergeant-at-Arms,,Creature,"Human,Soldier",W,{2}{W},3,18608,0,,442920,8f70b1ee-47b6-4904-850d-8ea8064bd27d,1,
Serpent Generator,,Artifact,,,{6},6,14590,0,,3809,0b08f89d-2ce3-4686-a8bd-ed982280ae4d,1,
Serpent of the Endless Sea,,Creature,Serpent,U,{4}{U},5,14301,0,,190169,f525d734-7e19-4c1e-a5c2-097b718df7c4,1,
Serpent of Yawning Depths,,"Enchantment,Creature",Serpent,U,{4}{U}{U},6,3087,0,,479049,a4ac18ae-0d1e-43f5-9cc9-722fa6e36fe5,1,
Serpent Skin,,Enchantment,Aura,G,{2}{G},3,13156,0,,75404,8c5722d9-d1a4-4ad2-bf85-db666d4a30d9,1,
Serpent Warrior,,Creature,"Snake,Warrior",B,{2}{B},3,23182,0,,25627,4470eb5d-a968-4e08-a96a-4e92ecc6d56c,1,
Serpentine Ambush,,Instant,,U,{1}{U},2,14492,0,,,df384f45-2090-4781-a268-6718bdba40ce,1,
Serpentine Curve,,Sorcery,,U,{3}{U},4,10861,0,,513529,d651b9e9-d723-4340-a010-d71b2a697e73,1,
Serpentine Spike,,Sorcery,,R,{5}{R}{R},7,18289,0,,402029,53222f33-6d18-4008-a38d-6f7995691260,1,removal
Serpent's Gift,,Instant,,G,{2}{G},3,17630,0,,249666,0e27503e-059e-4c44-a817-678e67254111,1,
Serpent's Soul-Jar,,Artifact,,B,{2}{B},3,6588,0,,508157,08ae371f-ce62-475f-89a2-1f8a17cf950f,1,
Serra Angel,,Creature,Angel,W,{3}{W}{W},5,8057,0,,129726,658b2f11-7420-4fa7-98f0-4f4be2093355,1,
Serra Ascendant,,Creature,"Human,Monk",W,{W},1,727,0,,,b72e71c7-a65c-481d-8ad7-77bfb5d66d73,1,
Serra Avatar,,Creature,Avatar,W,{4}{W}{W}{W},7,4710,0,,376495,1aa3550d-6a53-46d7-b62b-a952c9f95454,1,
Serra Avenger,,Creature,Angel,W,{W}{W},2,7140,0,,288762,aef0e34f-5065-46af-bea3-d748ca25707c,1,
Serra Aviary,World,Enchantment,,W,{3}{W},4,14642,0,,3027,688a8de2-0167-4b35-a38d-3574034a892c,1,
Serra Bestiary,,Enchantment,Aura,W,{W}{W},2,22894,0,,4157,c92bb33d-567c-4504-8e3c-5152fb61d100,1,removal
Serra Disciple,,Creature,"Bird,Cleric",W,{1}{W},2,15379,0,,442922,8359c3a8-d826-4326-a899-9f60ca774308,1,
Serra Sphinx,,Creature,Sphinx,U,{3}{U}{U},5,15502,0,,489741,4fb01cf8-9bca-4446-9e56-62777c6dfbe8,1,
Serra's Blessing,,Enchantment,,W,{1}{W},2,7517,0,,14476,c6751671-9ef9-45f2-8e27-8c896936929a,1,
Serra's Boon,,Enchantment,Aura,W,{2}{W},3,20973,0,,197032,881aae7e-1458-4b0c-b991-82ed93f7932a,1,
Serra's Embrace,,Enchantment,Aura,W,{2}{W}{W},4,12602,0,,135214,2ba6c4f3-59cf-4eb8-97fb-c9138005e19c,1,
Serra's Guardian,,Creature,Angel,W,{4}{W}{W},6,5382,0,,,cb0775d6-fa85-40e4-9834-b8b68c038e49,1,
Serrated Arrows,,Artifact,,,{4},4,9198,0,,,33c6b946-205f-427f-9f27-d632d2df9ce5,1,
Serrated Scorpion,,Creature,Scorpion,B,{B},1,5277,0,,479619,bc8f0242-35e1-4409-9321-56e742e8fef4,1,
Serum Powder,,Artifact,,,{3},3,13972,0,,48920,8330afd6-f43a-4955-a704-8f2b963cd0c6,1,"manarock,cardraw"
Serum Raker,,Creature,"Phyrexian,Drake",U,{2}{U}{U},4,21516,0,,213780,f157d08a-7cd7-4120-a8bb-1b50fa0ba99b,1,
Serum Visions,,Sorcery,,U,{U},1,555,0,,50145,4bc61952-88ba-447a-835a-f1e9643fcd0d,1,cardraw
Servant of Nefarox,,Creature,"Human,Cleric",B,{2}{B},3,16560,0,,265714,e00a2b22-a473-44ae-919f-29bc8be05543,1,
Servant of the Conduit,,Creature,"Elf,Druid",G,{1}{G},2,11384,0,,417742,9ce9cf30-4baa-4f28-84e8-b9b1168a40e0,1,manadork
Servant of the Scale,,Creature,"Human,Soldier",G,{G},1,10665,0,,394687,ca887c41-a8ee-4751-a902-87149c29a9df,1,
Servant of Tymaret,,Creature,Zombie,B,{2}{B},3,10550,0,,378454,dfb16d4f-ed42-4b19-9e45-330db88eea9b,1,
Servo Exhibition,,Sorcery,,W,{1}{W},2,9673,0,,,256f0b63-ff50-4b4b-9598-d76c4aa9ee4e,1,
Servo Schematic,,Artifact,,,{2},2,6875,0,,423843,af2299e0-d31f-4ec4-9497-16e494ee21e6,1,
Seshiro the Anointed,Legendary,Creature,"Snake,Monk",G,{4}{G}{G},6,6519,0,1,80256,3823e561-5a0a-4020-9322-a2b481499807,1,cardraw
Set Adrift,,Sorcery,,U,{5}{U},6,13194,0,,386661,cdad122d-a872-449f-9a7c-0f054b711d11,1,
Setessan Battle Priest,,Creature,"Human,Cleric",W,{1}{W},2,18176,0,,373515,9c9cfa33-dcec-4b34-9218-c08ad932d27b,1,
Setessan Champion,,Creature,"Human,Warrior",G,{2}{G},3,772,0,,,e74d42fd-6e1f-4b1b-b139-90895951d016,1,cardraw
Setessan Griffin,,Creature,Griffin,"G,W",{4}{W},5,23238,0,,373574,35d2ae77-b16c-4a01-84ce-5c78be5a54d8,1,
Setessan Oathsworn,,Creature,"Satyr,Warrior",G,{1}{G}{G},3,14025,0,,378510,e5579755-4718-406a-bba6-27f1f2811e59,1,
Setessan Petitioner,,Creature,"Human,Druid",G,{1}{G}{G},3,12666,0,,476450,384495c2-238b-4f8d-89c2-e05b64f9dde0,1,
Setessan Skirmisher,,Creature,"Human,Warrior",G,{1}{G},2,18197,0,,476451,46739993-6afe-428d-bf63-b57649e38a65,1,
Setessan Starbreaker,,Creature,"Human,Warrior",G,{3}{G},4,22950,0,,378511,03af8b3b-a897-43e2-a87d-833da93edc41,1,
Setessan Tactics,,Instant,,G,{1}{G},2,6996,0,,380495,385a1939-15e5-4f13-b01b-7cdc6835da2a,1,removal
Setessan Training,,Enchantment,Aura,G,{1}{G},2,5530,0,,485528,1947f64a-5ca0-4dda-8bbd-8472e72ecf18,1,cardraw
Settle the Score,,Sorcery,,B,{2}{B}{B},4,6442,0,,442991,1b18558f-6b40-4d1d-859a-3ba68950f064,1,removal
Settle the Wilds,,Sorcery,,G,{2}{G},3,,0,,,250427de-d733-4426-9f3e-7d880dd949b7,0,
Settle the Wreckage,,Instant,,W,{2}{W}{W},4,2001,0,,,89627b06-d1d0-448d-aab1-3768a15c19d4,1,wrath
Seven Dwarves,,Creature,Dwarf,R,{1}{R},2,5598,1,,473103,464adbae-70ea-48e1-b8ae-b404766f7a5a,1,
Sever the Bloodline,,Sorcery,,B,{3}{B},4,10220,0,,405374,4dedd68c-9d5f-4265-9891-23ef9745ce09,1,removal
Severed Legion,,Creature,Zombie,B,{1}{B}{B},3,19364,0,,129693,82633f38-5af1-429e-8c9d-db536af85309,1,
Severed Strands,,Sorcery,,B,{1}{B},2,8847,0,,571421,a7496304-2ab2-497b-bb3a-b3c91ee1ff60,1,removal
"Sevinne, the Chronoclasm",Legendary,Creature,"Human,Wizard","R,U,W",{2}{U}{R}{W},5,9825,0,1,470595,2c209efe-b4dc-44a3-bd45-d647f5680cbe,1,
Sevinne's Reclamation,,Sorcery,,W,{2}{W},3,545,0,,470551,7e68f4df-88ce-4e09-a03c-7edf40bff167,1,
Sewer Nemesis,,Creature,Horror,B,{3}{B},4,3969,0,,567588,cdb8d320-fecc-42c2-b9d8-a9f6dd44b36d,1,
Sewer Shambler,,Creature,Zombie,B,{2}{B},3,18241,0,,253576,0ae7ba14-c901-4266-ae31-812e001916d3,1,
Sewerdreg,,Creature,Spirit,B,{3}{B}{B},5,22388,0,,88995,b216ad4e-29b4-4e03-8c16-5796277bd05f,1,
Sewn-Eye Drake,,Creature,"Zombie,Drake","B,R,U",{2}{U/R}{B},4,22054,0,,179594,dbf97c08-e074-4353-b9fa-c79793622585,1,
"Shabraz, the Skyshark",Legendary,Creature,"Shark,Bird","U,W",{3}{W}{U},5,4345,0,1,484721,9955d172-0b24-4c61-9dee-c935a1f26da2,1,
Shacklegeist,,Creature,Spirit,U,{1}{U},2,5949,0,,485393,7a5a88e3-e73c-4b34-a645-06fe27e68cee,1,
Shackles,,Enchantment,Aura,W,{2}{W},3,14437,0,,6038,c5315668-b8ef-49ab-a8f5-144adc7bcd84,1,removal
Shackles of Treachery,,Sorcery,,R,{2}{R},3,9592,0,,503762,db743c6e-1385-468e-921a-7a525b88a1b6,1,
Shade of Trokair,,Creature,Shade,W,{3}{W},4,20818,0,,126408,2b90d62c-5b3e-4830-bdc9-c3e342fc8389,1,
Shadewing Laureate,,Creature,"Human,Warlock","B,W",{W}{W/B}{B},3,10982,0,,513721,64795a8b-8cf2-436e-8f95-9e8bb40c0d7d,1,
Shadow Alley Denizen,,Creature,"Vampire,Rogue",B,{B},1,5333,0,,380212,e90dd639-be14-41e1-918c-4ce6af2d84f8,1,
Shadow Glider,,Creature,"Kor,Soldier",W,{2}{W},3,22516,0,,402030,b4ffaf62-2e12-4b1d-a590-f63aacb4a30b,1,
Shadow Guildmage,,Creature,"Human,Wizard","B,R,U",{B},1,21813,0,,3309,ba3fc11e-db36-430c-920b-31195913c16a,1,
Shadow Kin,,Creature,Shapeshifter,U,{3}{U},4,4449,0,,540459,00ca621f-c409-4255-828b-c9957e82c06f,1,
Shadow Lance,,Enchantment,Aura,"B,W",{W},1,20337,0,,96944,02b5590f-d964-49cb-8e2e-94b067112c8e,1,
Shadow of Doubt,,Instant,,"B,U",{U/B}{U/B},2,11637,0,,83827,7dbd0e3c-b26d-4080-b7cf-1c64fce09668,1,cardraw
Shadow of the Grave,,Instant,,B,{1}{B},2,4504,0,,426809,9b0205cb-c163-4332-9624-394e1024bf6a,1,
Shadow Rift,,Instant,,U,{U},1,2310,0,,4725,57c11175-9feb-4801-9b46-d577d5ecef40,1,cardraw
Shadow Slice,,Sorcery,,B,{4}{B},5,17332,0,,366455,0497fbf4-cf09-4028-af16-349ed12ca360,1,
Shadow Sliver,,Creature,Sliver,U,{2}{U},3,6982,0,,108797,fb725914-1b0f-4efc-808b-9fe2eaa7f17d,1,
Shadow Stinger,,Creature,"Vampire,Rogue",B,{2}{B},3,10714,0,,491761,093e0b1e-2cd9-4743-9c0e-b8f3fbc41798,1,
Shadowbeast Sighting,,Sorcery,,G,{3}{G},4,17016,0,,,c419455e-2ede-430f-84cc-4d1164898cb5,1,
Shadowborn Apostle,,Creature,"Human,Cleric",B,{B},1,6109,1,,571422,ae7ba1de-48f9-423b-867a-22bd3f6c06c2,1,
Shadowborn Demon,,Creature,Demon,B,{3}{B}{B},5,9561,0,,370655,3884c05b-c10e-4f1d-a8bd-8b5118657972,1,removal
Shadowcloak Vampire,,Creature,Vampire,B,{4}{B},5,18877,0,,383376,4b4911e9-01e6-4c41-9f2a-dfc25bedb2f7,1,
Shadowed Caravel,,Artifact,Vehicle,,{2},2,16787,0,,,d04e5a78-4cd5-4be9-a06e-71562435836e,1,
Shadowfeed,,Instant,,B,{B},1,20085,0,,177473,19ccd8c7-7472-47df-9d3e-1b5fb1431118,1,
Shadowgrange Archfiend,,Creature,Demon,B,{6}{B},7,3879,0,,546986,de4e445f-4d54-44a8-a5f5-ef02b3d57251,1,removal
Shadowmage Infiltrator,,Creature,"Human,Wizard","B,U",{1}{U}{B},3,4051,0,,442206,31120987-4b68-4d0e-917f-b8f2ca050090,1,cardraw
Shadows of the Past,,Enchantment,,B,{1}{B},2,6804,0,,417483,35139a18-28c7-4a8f-986a-47e909cc23eb,1,
Shadows' Verdict,,Sorcery,,B,{3}{B}{B},5,11220,0,,,c040c3d6-62ce-46dd-b660-626b9a7b3043,1,wrath
Shadowspear,Legendary,Artifact,Equipment,,{1},1,290,0,,,769326d4-60af-4b19-85d9-d96d3acdb56e,1,
Shadowstorm,,Sorcery,,R,{R},1,23390,0,,4846,367c4ad6-973d-47ba-9431-312f9f2996f6,1,removal
Shadowstorm Vizier,,Creature,"Human,Cleric","B,U",{U}{B},2,15503,0,,426908,ea72b393-e47c-46de-a458-624ef0227486,1,
Shadrix Silverquill,Legendary,Creature,"Elder,Dragon","B,W",{3}{W}{B},5,2545,0,1,,c8d211de-9720-4b5f-8c0b-d9bbb622544e,1,cardraw
Shady Traveler // Stalking Predator,,Creature,"Human,Werewolf",B,{2}{B},3,18427,0,,,d0ad3323-1016-42da-b47e-9a61117f755f,1,
Shah of Naar Isle,,Creature,Efreet,R,{3}{R},4,16658,0,,136137,cee5e9e3-e3ae-4e1b-a8fb-48c523631105,1,
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",Legendary,Creature,"Bird,Cleric","B,W",{1}{W},2,4749,0,1,,00538777-8230-42bf-a6ea-adbe430d6b18,1,"removal,cardraw"
Shake the Foundations,,Instant,,R,{2}{R},3,8830,0,,439770,b5bd4bdd-3a2a-40d9-9f86-fefe0a462cd2,1,cardraw
"Shalai, Voice of Plenty",Legendary,Creature,Angel,"G,W",{3}{W},4,688,0,1,442923,db827ee7-6f2e-4e10-aac0-120fc2b69fbd,1,
Shaman en-Kor,,Creature,"Kor,Cleric,Shaman",W,{1}{W},2,12484,0,,5220,a9a13c4c-d5c0-4947-bb68-d2e9611bcdea,1,
Shaman of Forgotten Ways,,Creature,"Human,Shaman",G,{2}{G},3,2749,0,,394688,a3e9c8f7-2232-4a2a-8a00-0a2908bc7543,1,manadork
